user_id,signup_date,age_group,gender,region,device_preference,loyalty_tier,is_new_user
USR000046,2024-12-28,35-44,Female,South,Mobile,Gold,False
USR000047,2025-03-04,25-34,Male,North,Desktop,Gold,False
USR000048,2024-12-07,35-44,Male,North,Mobile,Silver,False
USR000049,2024-10-12,35-44,Female,North,Desktop,Bronze,True
USR000050,2025-01-26,25-34,Female,North,Mobile,Gold,False
USR000051,2025-02-15,55+,Male,North,Desktop,Platinum,False
USR000052,2024-11-01,45-54,Female,East,Desktop,Gold,False
USR000053,2025-01-05,55+,Male,North,Mobile,Platinum,False
USR000054,2024-10-21,45-54,Female,West,Desktop,Bronze,False
USR000055,2025-02-19,35-44,Female,West,Mobile,Platinum,False
USR000056,2024-12-15,55+,Female,West,Tablet,Gold,False
USR000057,2025-03-10,18-24,Female,West,Desktop,Gold,False
USR000058,2025-03-08,25-34,Male,West,Mobile,Silver,True
USR000059,2025-01-01,18-24,Male,North,App,Silver,False
USR000060,2025-02-25,25-34,Male,North,Desktop,Silver,True
USR000061,2024-11-19,25-34,Male,Central,Mobile,Silver,False
USR000062,2025-03-30,25-34,Male,South,Mobile,Bronze,False
USR000063,2024-10-18,45-54,Female,North,Mobile,Bronze,False
USR000064,2024-10-12,25-34,Male,North,Mobile,Bronze,True
USR000065,2025-03-19,25-34,Female,Central,Mobile,Gold,True
USR000066,2024-11-28,35-44,Male,North,Desktop,Bronze,False
USR000067,2024-12-14,18-24,Other,East,Desktop,Bronze,False
USR000068,2024-10-21,45-54,Other,West,Mobile,Bronze,True
USR000069,2024-11-29,18-24,Male,Central,App,Gold,True
USR000070,2024-10-26,55+,Other,North,Mobile,Silver,True
USR000071,2025-01-06,45-54,Female,East,Desktop,Silver,False
USR000072,2024-12-11,25-34,Male,Central,Desktop,Gold,False
USR000073,2025-01-25,18-24,Female,North,Desktop,Platinum,False
USR000074,2025-03-12,45-54,Male,North,Desktop,Gold,False
USR000075,2025-01-02,35-44,Male,North,Desktop,Platinum,False
USR000076,2024-11-11,35-44,Female,East,App,Silver,False
USR000077,2025-01-03,45-54,Male,South,Desktop,Silver,False
USR000078,2024-12-30,18-24,Male,West,Mobile,Bronze,False
USR000079,2024-11-23,25-34,Female,East,Tablet,Bronze,False
USR000080,2025-03-21,18-24,Other,East,App,Bronze,True
USR000081,2024-12-08,45-54,Female,East,Desktop,Silver,False
USR000082,2025-03-29,35-44,Female,Central,Desktop,Silver,False
USR000083,2025-03-24,25-34,Female,East,Mobile,Silver,True
USR000084,2025-03-15,18-24,Male,North,App,Silver,True
USR000085,2024-10-19,25-34,Female,South,Tablet,Silver,False
USR000086,2025-03-05,25-34,Male,West,App,Gold,False
USR000087,2025-03-12,35-44,Female,West,Mobile,Gold,True
USR000088,2024-11-13,35-44,Female,West,App,Silver,False
USR000089,2025-02-14,45-54,Female,Central,App,Bronze,False
USR000090,2024-12-02,25-34,Female,East,Mobile,Gold,False
USR000091,2024-11-11,18-24,Female,North,Mobile,Bronze,False
USR000092,2025-01-27,35-44,Female,Central,Desktop,Silver,False
USR000093,2025-01-06,45-54,Female,East,Desktop,Bronze,True
USR000094,2024-12-09,35-44,Female,North,Desktop,Silver,False
USR000095,2025-03-13,45-54,Male,East,Mobile,Silver,False
USR000096,2025-03-26,25-34,Female,East,Mobile,Gold,False
USR000097,2025-02-20,35-44,Male,East,Desktop,Gold,True
USR000098,2024-11-26,25-34,Female,Central,Mobile,Gold,True
USR000099,2025-03-25,18-24,Male,South,Mobile,Gold,False
USR000100,2024-12-23,18-24,Other,North,Mobile,Gold,False
USR000101,2024-10-15,18-24,Male,Central,Tablet,Gold,False
USR000102,2024-11-28,35-44,Male,North,Tablet,Bronze,False
USR000103,2024-10-09,25-34,Female,West,Desktop,Gold,True
USR000104,2024-12-20,35-44,Male,North,Mobile,Bronze,True
USR000105,2025-01-11,55+,Female,West,Mobile,Platinum,False
USR000106,2024-12-08,25-34,Female,Central,Mobile,Bronze,True
USR000107,2024-10-17,25-34,Male,North,App,Gold,False
USR000108,2024-11-24,45-54,Female,North,Mobile,Gold,False
USR000109,2025-02-23,25-34,Female,Central,App,Bronze,False
USR000110,2024-12-20,18-24,Female,West,Desktop,Platinum,True
USR000111,2024-11-24,25-34,Male,North,Mobile,Bronze,False
USR000112,2025-03-17,18-24,Male,North,Desktop,Bronze,True
USR000113,2025-02-05,55+,Female,South,Tablet,Bronze,True
USR000114,2025-01-10,45-54,Male,Central,Mobile,Bronze,False
USR000115,2025-03-14,35-44,Male,North,Desktop,Bronze,False
USR000116,2025-01-26,45-54,Male,West,Mobile,Gold,False
USR000117,2024-11-06,45-54,Female,North,Mobile,Gold,False
USR000118,2024-12-07,25-34,Female,East,Desktop,Gold,False
USR000119,2024-11-05,45-54,Male,West,Tablet,Silver,False
USR000120,2024-12-03,35-44,Male,North,Desktop,Silver,False
USR000121,2025-02-21,45-54,Female,North,Mobile,Silver,True
USR000122,2025-02-15,45-54,Male,West,Mobile,Bronze,True
USR000123,2024-12-07,25-34,Female,North,Mobile,Bronze,False
USR000124,2025-02-27,18-24,Male,West,Tablet,Gold,False
USR000125,2025-01-18,25-34,Male,West,Desktop,Bronze,True
USR000126,2025-02-27,25-34,Male,East,Mobile,Bronze,True
USR000127,2025-01-11,45-54,Male,North,Tablet,Silver,False
USR000128,2025-01-01,45-54,Female,South,App,Gold,False
USR000129,2024-11-26,18-24,Female,West,Mobile,Silver,False
USR000130,2024-11-05,35-44,Female,Central,App,Gold,True
USR000131,2025-02-08,25-34,Female,West,Desktop,Platinum,False
USR000132,2025-02-04,25-34,Male,West,Mobile,Silver,False
USR000133,2024-10-24,18-24,Female,South,Mobile,Silver,False
USR000134,2024-10-13,25-34,Female,North,Desktop,Platinum,False
USR000135,2024-10-29,55+,Male,West,Tablet,Silver,False
USR000136,2024-11-09,25-34,Male,West,Desktop,Bronze,False
USR000137,2025-03-10,35-44,Male,South,Mobile,Silver,False
USR000138,2024-11-10,35-44,Male,Central,Mobile,Gold,True
USR000139,2025-03-24,25-34,Female,Central,Mobile,Bronze,True
USR000140,2025-01-17,55+,Female,West,Tablet,Silver,False
USR000141,2025-03-02,55+,Female,South,Mobile,Platinum,False
USR000142,2024-10-17,25-34,Female,South,Mobile,Gold,False
USR000143,2025-01-07,25-34,Male,Central,Desktop,Bronze,True
USR000144,2025-01-06,25-34,Male,East,Mobile,Bronze,True
USR000145,2025-03-02,25-34,Female,West,Desktop,Silver,False
USR000146,2025-01-28,18-24,Male,Central,Desktop,Platinum,False
USR000147,2025-02-13,35-44,Male,East,Mobile,Gold,False
USR000148,2024-12-04,35-44,Female,West,Mobile,Bronze,False
USR000149,2025-02-19,18-24,Male,North,Mobile,Silver,True
USR000150,2024-10-03,25-34,Male,West,Mobile,Silver,False
USR000151,2025-03-24,55+,Male,North,Mobile,Bronze,False
USR000152,2024-10-30,25-34,Male,West,Mobile,Bronze,True
USR000153,2025-03-24,18-24,Female,North,App,Silver,False
USR000154,2025-02-15,25-34,Male,East,Mobile,Silver,False
USR000155,2024-12-08,55+,Male,East,Desktop,Gold,True
USR000156,2025-03-14,25-34,Male,East,App,Gold,True
USR000157,2024-12-27,35-44,Male,West,Mobile,Bronze,True
USR000158,2024-10-29,45-54,Female,West,Desktop,Bronze,True
USR000159,2024-12-15,25-34,Male,West,Mobile,Bronze,False
USR000160,2025-01-20,35-44,Male,West,Mobile,Bronze,False
USR000161,2024-11-10,25-34,Female,Central,Desktop,Bronze,False
USR000162,2025-01-25,35-44,Male,East,Mobile,Silver,True
USR000163,2024-10-01,35-44,Female,South,Mobile,Bronze,True
USR000164,2024-12-07,35-44,Male,North,Mobile,Bronze,False
USR000165,2025-02-06,18-24,Other,East,Mobile,Silver,False
USR000166,2024-11-15,45-54,Other,South,Mobile,Silver,True
USR000167,2025-02-07,25-34,Female,South,Mobile,Gold,False
USR000168,2024-10-28,25-34,Female,North,Desktop,Platinum,True
USR000169,2025-03-10,18-24,Male,West,Mobile,Gold,False
USR000170,2024-12-16,35-44,Female,Central,Desktop,Bronze,True
USR000171,2025-03-13,35-44,Male,South,Desktop,Gold,True
USR000172,2025-02-07,18-24,Male,West,Mobile,Silver,False
USR000173,2025-03-05,35-44,Male,North,App,Platinum,False
USR000174,2024-11-20,25-34,Male,West,Tablet,Platinum,True
USR000175,2024-11-09,35-44,Female,North,Mobile,Gold,False
USR000176,2025-01-04,18-24,Male,South,Tablet,Silver,True
USR000177,2024-11-11,35-44,Female,South,Mobile,Bronze,True
USR000178,2025-02-16,25-34,Male,North,Desktop,Gold,False
USR000179,2025-02-13,55+,Female,North,App,Gold,True
USR000180,2024-10-01,18-24,Female,West,Mobile,Gold,True
USR000181,2025-03-03,25-34,Female,North,Desktop,Silver,True
USR000182,2024-12-22,18-24,Female,Central,Mobile,Gold,True
USR000183,2025-02-03,55+,Female,West,Desktop,Bronze,False
USR000184,2024-10-05,45-54,Male,South,Mobile,Bronze,False
USR000185,2024-10-29,25-34,Male,West,Mobile,Bronze,False
USR000186,2025-01-01,35-44,Female,West,Desktop,Gold,False
USR000187,2024-12-18,45-54,Female,East,Mobile,Gold,True
USR000188,2024-12-01,35-44,Male,West,Mobile,Bronze,False
USR000189,2024-10-15,35-44,Male,Central,Mobile,Bronze,False
USR000190,2024-12-01,25-34,Male,Central,Mobile,Bronze,False
USR000191,2025-02-23,18-24,Male,Central,Mobile,Silver,False
USR000192,2024-10-21,45-54,Female,Central,App,Bronze,False
USR000193,2024-10-22,55+,Male,West,App,Silver,False
USR000194,2025-02-02,35-44,Female,East,Mobile,Silver,False
USR000195,2024-10-18,25-34,Female,East,Desktop,Bronze,False
USR000196,2025-02-14,25-34,Male,West,Mobile,Gold,False
USR000197,2024-11-02,35-44,Male,Central,Desktop,Bronze,False
USR000198,2024-11-02,45-54,Male,North,Mobile,Silver,False
USR000199,2025-03-18,45-54,Female,Central,Mobile,Gold,False
USR000200,2025-01-30,45-54,Male,West,Mobile,Gold,False
USR000201,2025-02-18,35-44,Male,North,Desktop,Gold,False
USR000202,2024-11-12,18-24,Male,West,Mobile,Gold,True
USR000203,2024-12-07,18-24,Male,Central,Desktop,Bronze,True
USR000204,2025-02-13,45-54,Male,Central,App,Bronze,False
USR000205,2025-03-05,35-44,Male,North,Mobile,Bronze,True
USR000206,2025-01-17,18-24,Male,Central,Tablet,Bronze,False
USR000207,2024-11-24,18-24,Female,North,Desktop,Bronze,False
USR000208,2025-02-16,35-44,Male,North,Mobile,Silver,False
USR000209,2025-03-26,18-24,Female,South,Mobile,Bronze,True
USR000210,2024-11-21,18-24,Female,East,App,Bronze,False
USR000211,2024-12-19,35-44,Female,West,Mobile,Silver,True
USR000212,2025-01-11,35-44,Male,South,Mobile,Bronze,True
USR000213,2025-03-21,35-44,Male,South,Desktop,Silver,False
USR000214,2025-03-16,25-34,Female,North,Mobile,Silver,False
USR000215,2025-01-04,35-44,Female,South,App,Platinum,True
USR000216,2025-01-21,25-34,Male,Central,Mobile,Silver,False
USR000217,2025-02-10,25-34,Male,West,Desktop,Platinum,False
USR000218,2025-01-24,35-44,Female,West,Tablet,Platinum,True
USR000219,2024-10-31,35-44,Male,South,App,Silver,False
USR000220,2024-12-03,45-54,Female,North,App,Bronze,True
USR000221,2024-11-27,35-44,Female,Central,Mobile,Silver,False
USR000222,2024-10-17,35-44,Male,Central,Mobile,Silver,False
USR000223,2024-12-26,18-24,Female,North,Desktop,Bronze,True
USR000224,2024-10-06,25-34,Male,East,Mobile,Gold,False
USR000225,2025-02-28,25-34,Female,East,Mobile,Bronze,False
USR000226,2025-02-19,25-34,Male,West,App,Bronze,False
USR000227,2024-11-28,55+,Male,South,Mobile,Silver,False
USR000228,2025-02-28,25-34,Female,West,Desktop,Bronze,True
USR000229,2024-11-26,45-54,Male,North,Mobile,Gold,False
USR000230,2024-10-02,35-44,Female,West,Desktop,Platinum,False
USR000231,2024-10-19,45-54,Male,South,Desktop,Bronze,True
USR000232,2025-03-31,35-44,Male,South,Tablet,Platinum,True
USR000233,2025-03-11,35-44,Male,South,Tablet,Gold,True
USR000234,2024-10-16,25-34,Female,North,Mobile,Bronze,True
USR000235,2024-11-28,25-34,Male,West,Tablet,Silver,True
USR000236,2024-10-18,35-44,Female,North,App,Bronze,False
USR000237,2024-10-09,25-34,Male,Central,App,Silver,False
USR000238,2024-12-24,18-24,Female,Central,Tablet,Silver,False
USR000239,2024-10-19,35-44,Female,West,Desktop,Gold,True
USR000240,2025-02-09,18-24,Male,Central,Desktop,Silver,False
USR000241,2024-11-30,55+,Male,West,Tablet,Bronze,False
USR000242,2024-12-11,55+,Female,East,Mobile,Bronze,True
USR000243,2025-03-21,55+,Female,West,App,Bronze,False
USR000244,2025-02-02,25-34,Female,North,Mobile,Silver,False
USR000245,2024-11-24,18-24,Female,West,Desktop,Silver,True
USR000246,2025-02-16,55+,Female,North,Desktop,Bronze,False
USR000247,2024-11-03,25-34,Female,Central,Tablet,Bronze,True
USR000248,2025-02-24,55+,Female,Central,Mobile,Bronze,False
USR000249,2025-02-25,55+,Female,North,Mobile,Silver,False
USR000250,2025-01-30,45-54,Male,West,Mobile,Bronze,True
USR000251,2024-12-02,25-34,Female,West,App,Silver,False
USR000252,2025-01-30,25-34,Female,East,Tablet,Silver,True
USR000253,2025-01-13,45-54,Male,North,Mobile,Bronze,False
USR000254,2024-11-18,25-34,Female,North,Mobile,Platinum,False
USR000255,2024-10-25,18-24,Male,West,Mobile,Bronze,False
USR000256,2024-10-25,35-44,Female,East,Desktop,Bronze,False
USR000257,2025-03-18,55+,Other,North,Mobile,Bronze,True
USR000258,2025-01-19,35-44,Male,East,Mobile,Gold,False
USR000259,2024-12-30,35-44,Female,West,Mobile,Bronze,True
USR000260,2025-01-17,18-24,Male,Central,Desktop,Silver,False
USR000261,2025-01-14,35-44,Female,West,Mobile,Gold,False
USR000262,2025-01-28,55+,Female,West,App,Silver,False
USR000263,2024-10-14,18-24,Male,West,Mobile,Bronze,False
USR000264,2025-03-22,35-44,Female,North,Tablet,Silver,True
USR000265,2025-03-17,45-54,Female,North,Desktop,Bronze,True
USR000266,2025-03-15,35-44,Male,East,App,Silver,True
USR000267,2024-10-26,35-44,Male,East,Tablet,Platinum,False
USR000268,2024-10-16,35-44,Female,North,Tablet,Gold,False
USR000269,2025-01-12,25-34,Female,West,App,Bronze,True
USR000270,2024-12-26,25-34,Female,West,Mobile,Silver,True
USR000271,2024-10-28,45-54,Male,South,Mobile,Bronze,False
USR000272,2024-12-03,45-54,Female,South,Mobile,Silver,True
USR000273,2024-11-19,45-54,Female,South,Tablet,Silver,True
USR000274,2024-11-18,55+,Male,South,Desktop,Silver,True
USR000275,2025-02-15,35-44,Female,South,App,Silver,False
USR000276,2025-01-23,35-44,Male,East,Desktop,Silver,False
USR000277,2024-11-05,45-54,Female,East,Mobile,Bronze,True
USR000278,2025-01-17,35-44,Female,East,Mobile,Bronze,False
USR000279,2024-11-16,35-44,Male,West,Mobile,Silver,True
USR000280,2024-12-11,45-54,Female,South,Mobile,Bronze,False
USR000281,2025-01-27,45-54,Female,East,Mobile,Gold,False
USR000282,2024-12-03,25-34,Male,East,Desktop,Bronze,True
USR000283,2024-10-20,25-34,Female,North,Tablet,Silver,False
USR000284,2025-01-22,18-24,Female,West,Desktop,Platinum,False
USR000285,2025-02-18,35-44,Female,South,Mobile,Silver,False
USR000286,2024-10-26,18-24,Other,North,Desktop,Gold,True
USR000287,2024-10-13,25-34,Male,West,Mobile,Gold,True
USR000288,2025-03-16,35-44,Female,North,Desktop,Bronze,False
USR000289,2025-02-16,25-34,Female,East,Desktop,Silver,False
USR000290,2024-10-04,35-44,Male,West,Mobile,Bronze,False
USR000291,2024-10-24,18-24,Female,Central,Mobile,Silver,False
USR000292,2024-11-30,18-24,Female,East,Desktop,Bronze,True
USR000293,2024-11-12,45-54,Female,South,Mobile,Silver,False
USR000294,2025-01-13,25-34,Female,East,App,Platinum,False
USR000295,2025-02-02,18-24,Female,North,Mobile,Bronze,False
USR000296,2025-02-01,35-44,Female,East,Mobile,Bronze,False
USR000297,2024-11-24,45-54,Female,Central,Desktop,Gold,False
USR000298,2025-01-11,25-34,Female,North,Desktop,Bronze,True
USR000299,2024-10-16,35-44,Male,East,Mobile,Bronze,True
USR000300,2024-11-12,18-24,Female,West,Mobile,Bronze,False
USR000301,2025-01-06,18-24,Male,South,Desktop,Bronze,False
USR000302,2024-10-01,35-44,Female,West,Mobile,Bronze,False
USR000303,2025-01-08,35-44,Male,West,Mobile,Silver,True
USR000304,2024-12-07,35-44,Male,East,App,Platinum,True
USR000305,2025-01-25,35-44,Male,West,Mobile,Silver,False
USR000306,2024-12-13,55+,Female,West,Mobile,Silver,False
USR000307,2025-01-17,35-44,Male,West,Mobile,Bronze,True
USR000308,2025-03-28,25-34,Female,East,Mobile,Platinum,True
USR000309,2025-02-20,45-54,Male,West,Mobile,Bronze,False
USR000310,2025-03-19,25-34,Female,West,Mobile,Bronze,False
USR000311,2025-02-02,25-34,Male,South,Desktop,Bronze,False
USR000312,2024-11-09,18-24,Male,West,Desktop,Bronze,False
USR000313,2024-11-18,18-24,Female,Central,Mobile,Bronze,True
USR000314,2024-12-15,55+,Male,West,Mobile,Bronze,False
USR000315,2024-11-25,45-54,Male,Central,Tablet,Bronze,True
USR000316,2024-10-15,35-44,Female,West,Desktop,Bronze,False
USR000317,2025-02-26,25-34,Male,East,Mobile,Bronze,True
USR000318,2025-02-16,18-24,Male,East,Tablet,Bronze,True
USR000319,2024-10-16,18-24,Male,East,Desktop,Bronze,False
USR000320,2024-12-20,25-34,Male,Central,Desktop,Platinum,False
USR000321,2024-10-15,35-44,Male,West,Mobile,Platinum,False
USR000322,2024-10-13,35-44,Female,East,Desktop,Gold,False
USR000323,2025-02-27,35-44,Male,North,Mobile,Bronze,True
USR000324,2025-01-31,25-34,Male,West,Mobile,Silver,True
USR000325,2025-02-06,55+,Female,East,Mobile,Gold,False
USR000326,2025-02-13,35-44,Female,Central,Mobile,Bronze,False
USR000327,2024-11-10,35-44,Male,South,Tablet,Silver,True
USR000328,2024-10-15,35-44,Female,West,Desktop,Bronze,False
USR000329,2025-02-08,25-34,Male,South,Desktop,Silver,False
USR000330,2024-10-21,25-34,Male,North,Mobile,Silver,False
USR000331,2024-11-17,25-34,Female,North,Mobile,Silver,False
USR000332,2024-10-18,45-54,Female,Central,Desktop,Platinum,False
USR000333,2025-03-02,18-24,Male,East,Mobile,Silver,False
USR000334,2024-10-18,18-24,Female,South,Desktop,Silver,False
USR000335,2025-03-22,18-24,Male,South,Mobile,Silver,False
USR000336,2024-11-30,18-24,Male,West,Mobile,Silver,False
USR000337,2025-01-12,45-54,Male,South,Mobile,Bronze,False
USR000338,2024-10-31,35-44,Female,South,Mobile,Bronze,False
USR000339,2025-02-23,25-34,Male,North,Desktop,Silver,True
USR000340,2024-12-03,18-24,Other,West,Mobile,Bronze,True
USR000341,2025-02-26,25-34,Female,Central,Mobile,Bronze,True
USR000342,2025-03-02,25-34,Female,West,App,Platinum,False
USR000343,2024-10-11,18-24,Male,Central,Mobile,Platinum,False
USR000344,2025-03-08,25-34,Female,Central,Mobile,Silver,True
USR000345,2024-10-21,25-34,Female,North,Tablet,Bronze,True
USR000346,2025-01-16,35-44,Male,Central,Desktop,Gold,True
USR000347,2025-03-18,35-44,Male,North,Mobile,Silver,False
USR000348,2025-02-27,18-24,Male,East,Mobile,Gold,False
USR000349,2025-02-22,25-34,Male,East,Mobile,Silver,False
USR000350,2025-02-11,35-44,Male,West,Desktop,Gold,True
USR000351,2024-12-20,35-44,Female,West,Mobile,Gold,True
USR000352,2024-12-06,45-54,Male,South,Mobile,Silver,True
USR000353,2024-11-22,35-44,Male,Central,Tablet,Platinum,True
USR000354,2025-03-21,18-24,Other,North,Mobile,Bronze,False
USR000355,2024-12-20,18-24,Female,Central,Tablet,Platinum,False
USR000356,2024-12-01,35-44,Female,Central,Desktop,Bronze,False
USR000357,2024-12-07,18-24,Male,West,Mobile,Gold,False
USR000358,2025-01-10,35-44,Female,West,Tablet,Silver,True
USR000359,2024-11-03,55+,Male,Central,Desktop,Bronze,False
USR000360,2025-03-21,35-44,Male,South,Mobile,Bronze,False
USR000361,2025-03-15,25-34,Female,West,Mobile,Silver,True
USR000362,2024-12-16,35-44,Female,South,Mobile,Silver,False
USR000363,2025-01-26,25-34,Male,North,Mobile,Gold,True
USR000364,2024-12-20,35-44,Female,North,Desktop,Gold,True
USR000365,2024-10-19,55+,Female,West,Desktop,Bronze,True
USR000366,2024-10-03,25-34,Female,South,Tablet,Gold,False
USR000367,2025-01-26,55+,Male,East,Desktop,Bronze,True
USR000368,2025-03-09,55+,Female,South,Mobile,Silver,False
USR000369,2025-02-22,25-34,Male,East,Desktop,Gold,False
USR000370,2024-10-26,18-24,Female,West,Desktop,Platinum,False
USR000371,2024-10-19,18-24,Male,East,Desktop,Bronze,False
USR000372,2025-02-15,18-24,Female,Central,Desktop,Bronze,False
USR000373,2024-11-24,18-24,Female,East,Mobile,Bronze,True
USR000374,2025-02-07,35-44,Male,North,Mobile,Gold,True
USR000375,2024-12-07,18-24,Female,Central,Desktop,Silver,True
USR000376,2024-11-03,25-34,Male,South,Mobile,Bronze,True
USR000377,2024-12-29,45-54,Male,Central,App,Platinum,False
USR000378,2024-10-18,18-24,Female,South,App,Silver,True
USR000379,2024-12-02,45-54,Male,West,Mobile,Gold,False
USR000380,2025-01-03,25-34,Male,North,App,Platinum,True
USR000381,2024-12-12,18-24,Female,North,Desktop,Silver,True
USR000382,2024-11-10,35-44,Female,Central,Desktop,Platinum,False
USR000383,2025-01-21,35-44,Male,North,Mobile,Gold,False
USR000384,2025-02-17,45-54,Male,East,Tablet,Platinum,False
USR000385,2025-03-30,35-44,Male,North,Mobile,Silver,False
USR000386,2024-12-17,45-54,Male,East,Desktop,Bronze,False
USR000387,2025-03-06,25-34,Male,North,Desktop,Bronze,False
USR000388,2025-03-17,18-24,Female,West,Mobile,Gold,False
USR000389,2025-02-13,45-54,Male,South,Desktop,Gold,False
USR000390,2024-10-03,45-54,Female,South,Desktop,Bronze,False
USR000391,2025-03-20,55+,Female,South,Desktop,Bronze,True
USR000392,2025-02-19,25-34,Female,North,Desktop,Gold,False
USR000393,2024-12-16,25-34,Male,East,Mobile,Silver,False
USR000394,2025-03-19,45-54,Female,East,Desktop,Bronze,True
USR000395,2024-10-27,25-34,Female,East,Tablet,Silver,True
USR000396,2024-11-04,55+,Male,West,Desktop,Bronze,False
USR000397,2024-12-07,45-54,Male,North,Mobile,Bronze,False
USR000398,2024-10-30,25-34,Male,South,Mobile,Bronze,False
USR000399,2024-10-28,45-54,Female,East,Mobile,Bronze,True
USR000400,2025-02-19,45-54,Male,South,Desktop,Bronze,False
USR000401,2024-11-09,18-24,Female,North,Mobile,Bronze,True
USR000402,2024-12-09,55+,Female,West,Mobile,Silver,False
USR000403,2024-12-12,35-44,Male,West,Desktop,Bronze,False
USR000404,2025-03-04,45-54,Female,West,Tablet,Bronze,False
USR000405,2024-11-23,25-34,Male,South,Desktop,Bronze,True
USR000406,2024-12-27,45-54,Female,North,Mobile,Silver,False
USR000407,2024-11-22,25-34,Female,Central,Mobile,Platinum,False
USR000408,2025-03-25,18-24,Female,West,Desktop,Bronze,False
USR000409,2025-03-12,55+,Male,Central,App,Gold,False
USR000410,2024-12-07,18-24,Female,North,Mobile,Gold,True
USR000411,2025-02-07,25-34,Female,West,Desktop,Silver,True
USR000412,2025-02-03,55+,Female,North,Mobile,Platinum,True
USR000413,2024-12-04,55+,Male,Central,Tablet,Bronze,False
USR000414,2024-10-14,35-44,Male,East,Mobile,Bronze,False
USR000415,2024-10-24,35-44,Male,East,Mobile,Gold,False
USR000416,2025-03-12,25-34,Male,Central,Mobile,Bronze,False
USR000417,2025-01-17,25-34,Male,South,Mobile,Gold,True
USR000418,2024-12-10,25-34,Female,West,Desktop,Platinum,False
USR000419,2024-10-12,35-44,Male,North,Mobile,Bronze,True
USR000420,2024-10-01,45-54,Male,South,Mobile,Gold,False
USR000421,2024-12-25,45-54,Female,North,App,Silver,False
USR000422,2024-11-03,45-54,Female,North,Desktop,Bronze,False
USR000423,2025-03-13,18-24,Female,West,Desktop,Bronze,False
USR000424,2024-12-07,25-34,Female,South,Mobile,Gold,False
USR000425,2024-11-11,18-24,Female,South,Desktop,Silver,True
USR000426,2025-01-22,35-44,Male,West,Mobile,Gold,False
USR000427,2025-02-19,25-34,Female,East,Desktop,Silver,True
USR000428,2025-03-30,45-54,Male,South,Mobile,Bronze,False
USR000429,2025-01-18,25-34,Male,West,Mobile,Bronze,False
USR000430,2025-02-21,18-24,Female,East,Desktop,Platinum,True
USR000431,2024-10-03,18-24,Female,West,Tablet,Silver,True
USR000432,2024-10-29,45-54,Female,South,Tablet,Gold,False
