state_code,district_code,report_date,financial_year,month_num,workers_paid,total_wages_lakhs,wages_within_15days_lakhs,pending_wages_lakhs,avg_wage_rate,notified_wage_rate
RJ,RJ_D02,2020-07-01,FY2021,7,16230,1438.75,855.7,99.71,262.85,262.65
RJ,RJ_D03,2020-07-01,FY2021,7,15852,954.62,768.61,126.28,253.06,262.65
RJ,RJ_D04,2020-07-01,FY2021,7,13781,1171.39,972.42,180.09,256.17,262.65
RJ,RJ_D05,2020-07-01,FY2021,7,13936,1030.25,911.59,54.68,252.28,262.65
RJ,RJ_D01,2020-08-01,FY2021,8,5937,346.1,239.19,42.31,244.7,262.65
RJ,RJ_D02,2020-08-01,FY2021,8,4394,265.09,181.62,17.55,249.83,262.65
RJ,RJ_D03,2020-08-01,FY2021,8,11890,1014.42,864.76,178.22,252.86,262.65
RJ,RJ_D04,2020-08-01,FY2021,8,12121,1018.36,936.06,65.18,253.89,262.65
RJ,RJ_D05,2020-08-01,FY2021,8,7517,414.61,332.08,30.4,243.17,262.65
RJ,RJ_D01,2020-09-01,FY2021,9,13443,876.37,586.19,119.09,256.4,262.65
RJ,RJ_D02,2020-09-01,FY2021,9,8702,597.14,464.54,50.54,253.16,262.65
RJ,RJ_D03,2020-09-01,FY2021,9,4886,381.68,218.49,74.11,264.72,262.65
RJ,RJ_D04,2020-09-01,FY2021,9,21018,1782.95,1221.68,352.45,245.62,262.65
RJ,RJ_D05,2020-09-01,FY2021,9,19394,1598.29,1151.8,220.08,250.44,262.65
RJ,RJ_D01,2020-10-01,FY2021,10,20677,1221.86,1087.4,139.15,262.44,262.65
RJ,RJ_D02,2020-10-01,FY2021,10,14337,747.93,573.19,111.45,243.11,262.65
RJ,RJ_D03,2020-10-01,FY2021,10,10857,633.71,367.54,37.17,250.0,262.65
RJ,RJ_D04,2020-10-01,FY2021,10,18751,1129.66,746.38,209.86,260.98,262.65
RJ,RJ_D05,2020-10-01,FY2021,10,10761,598.74,540.87,34.53,265.57,262.65
RJ,RJ_D01,2020-11-01,FY2021,11,14589,1045.66,851.07,190.19,256.0,262.65
RJ,RJ_D02,2020-11-01,FY2021,11,4830,411.26,287.49,79.39,258.09,262.65
RJ,RJ_D03,2020-11-01,FY2021,11,12284,894.15,619.43,126.92,260.72,262.65
RJ,RJ_D04,2020-11-01,FY2021,11,11411,689.45,436.13,57.63,243.74,262.65
RJ,RJ_D05,2020-11-01,FY2021,11,11505,1005.26,810.44,56.16,263.01,262.65
RJ,RJ_D01,2020-12-01,FY2021,12,11577,1032.16,785.54,174.57,261.26,262.65
RJ,RJ_D02,2020-12-01,FY2021,12,9888,549.59,454.97,46.75,249.01,262.65
RJ,RJ_D03,2020-12-01,FY2021,12,10134,561.3,408.09,65.56,255.38,262.65
RJ,RJ_D04,2020-12-01,FY2021,12,12388,725.15,561.19,81.39,246.88,262.65
RJ,RJ_D05,2020-12-01,FY2021,12,16682,1216.88,1035.6,111.32,241.91,262.65
RJ,RJ_D01,2021-01-01,FY2021,1,4281,373.27,229.92,52.41,260.41,262.65
RJ,RJ_D02,2021-01-01,FY2021,1,4347,237.3,140.54,41.3,251.85,262.65
RJ,RJ_D03,2021-01-01,FY2021,1,18431,1307.37,796.67,138.1,249.02,262.65
RJ,RJ_D04,2021-01-01,FY2021,1,10313,659.38,478.89,115.66,258.49,262.65
RJ,RJ_D05,2021-01-01,FY2021,1,6905,398.89,289.12,59.49,258.43,262.65
RJ,RJ_D01,2021-02-01,FY2021,2,10324,642.1,431.74,41.61,266.85,262.65
RJ,RJ_D02,2021-02-01,FY2021,2,17332,1340.1,913.44,83.99,248.03,262.65
RJ,RJ_D03,2021-02-01,FY2021,2,7087,602.91,382.49,38.03,263.13,262.65
RJ,RJ_D04,2021-02-01,FY2021,2,10016,714.47,609.05,61.63,257.37,262.65
RJ,RJ_D05,2021-02-01,FY2021,2,8522,551.1,315.78,98.39,245.59,262.65
RJ,RJ_D01,2021-03-01,FY2021,3,19295,1411.72,1276.04,192.29,247.91,262.65
RJ,RJ_D02,2021-03-01,FY2021,3,12458,1072.34,974.16,57.21,260.95,262.65
RJ,RJ_D03,2021-03-01,FY2021,3,7945,701.32,511.76,123.41,257.25,262.65
RJ,RJ_D04,2021-03-01,FY2021,3,9950,603.44,531.19,118.06,266.25,262.65
RJ,RJ_D05,2021-03-01,FY2021,3,7979,644.85,521.65,76.79,259.42,262.65
RJ,RJ_D01,2021-04-01,FY2022,4,22892,1749.45,1384.63,290.79,265.6,270.3
RJ,RJ_D02,2021-04-01,FY2022,4,24999,1408.96,1064.78,147.76,257.68,270.3
RJ,RJ_D03,2021-04-01,FY2022,4,21208,1723.37,980.73,256.83,256.01,270.3
RJ,RJ_D04,2021-04-01,FY2022,4,13283,955.92,809.13,133.78,254.77,270.3
RJ,RJ_D05,2021-04-01,FY2022,4,9220,551.52,496.4,91.43,252.07,270.3
RJ,RJ_D01,2021-05-01,FY2022,5,13521,1210.44,857.69,128.23,270.15,270.3
RJ,RJ_D02,2021-05-01,FY2022,5,14383,1217.43,684.86,138.81,261.25,270.3
RJ,RJ_D03,2021-05-01,FY2022,5,7805,576.1,340.64,43.15,267.75,270.3
RJ,RJ_D04,2021-05-01,FY2022,5,25624,1809.18,1630.01,267.81,272.42,270.3
RJ,RJ_D05,2021-05-01,FY2022,5,6897,624.81,371.35,79.05,262.25,270.3
RJ,RJ_D01,2021-06-01,FY2022,6,23471,1651.03,1036.63,266.62,270.37,270.3
RJ,RJ_D02,2021-06-01,FY2022,6,22260,1798.74,1499.16,306.99,272.33,270.3
RJ,RJ_D03,2021-06-01,FY2022,6,11831,906.28,803.35,135.55,264.71,270.3
RJ,RJ_D04,2021-06-01,FY2022,6,26633,2190.93,1458.04,285.61,253.81,270.3
RJ,RJ_D05,2021-06-01,FY2022,6,21198,1570.53,967.38,145.94,270.83,270.3
RJ,RJ_D01,2021-07-01,FY2022,7,21877,1579.53,988.53,161.43,264.02,270.3
RJ,RJ_D02,2021-07-01,FY2022,7,25599,2019.43,1556.18,128.95,253.11,270.3
RJ,RJ_D03,2021-07-01,FY2022,7,20950,1376.3,948.2,216.36,255.47,270.3
RJ,RJ_D04,2021-07-01,FY2022,7,10402,841.62,596.79,51.46,266.41,270.3
RJ,RJ_D05,2021-07-01,FY2022,7,24487,1654.9,1237.16,240.17,265.94,270.3
RJ,RJ_D01,2021-08-01,FY2022,8,22157,1576.21,1046.18,288.21,273.67,270.3
RJ,RJ_D02,2021-08-01,FY2022,8,17728,1097.94,814.5,180.97,265.99,270.3
RJ,RJ_D03,2021-08-01,FY2022,8,26384,2115.0,1729.48,326.02,272.01,270.3
RJ,RJ_D04,2021-08-01,FY2022,8,11935,768.69,565.73,101.46,251.04,270.3
RJ,RJ_D05,2021-08-01,FY2022,8,26763,1557.23,895.88,302.81,259.51,270.3
RJ,RJ_D01,2021-09-01,FY2022,9,17586,1466.25,992.22,100.37,273.52,270.3
RJ,RJ_D02,2021-09-01,FY2022,9,9410,730.37,567.07,114.95,255.89,270.3
RJ,RJ_D03,2021-09-01,FY2022,9,8830,671.07,393.95,47.17,257.03,270.3
RJ,RJ_D04,2021-09-01,FY2022,9,7045,366.38,331.43,19.83,253.73,270.3
RJ,RJ_D05,2021-09-01,FY2022,9,19230,1311.83,1113.23,206.91,272.99,270.3
RJ,RJ_D01,2021-10-01,FY2022,10,12951,763.68,615.83,102.69,257.89,270.3
RJ,RJ_D02,2021-10-01,FY2022,10,7098,397.99,359.33,69.73,262.15,270.3
RJ,RJ_D03,2021-10-01,FY2022,10,15404,1226.05,825.99,183.8,250.89,270.3
RJ,RJ_D04,2021-10-01,FY2022,10,26650,2426.59,2073.65,223.94,267.66,270.3
RJ,RJ_D05,2021-10-01,FY2022,10,16289,1111.18,1005.94,149.81,258.72,270.3
RJ,RJ_D01,2021-11-01,FY2022,11,17989,1384.4,1067.98,120.16,269.81,270.3
RJ,RJ_D02,2021-11-01,FY2022,11,26625,2337.04,1641.63,309.28,268.18,270.3
RJ,RJ_D03,2021-11-01,FY2022,11,23136,1291.87,931.37,243.07,250.32,270.3
RJ,RJ_D04,2021-11-01,FY2022,11,13015,753.9,596.98,48.33,264.9,270.3
RJ,RJ_D05,2021-11-01,FY2022,11,21866,1335.13,1154.27,152.44,260.81,270.3
RJ,RJ_D01,2021-12-01,FY2022,12,6296,561.82,390.22,106.16,262.65,270.3
RJ,RJ_D02,2021-12-01,FY2022,12,10573,811.83,477.39,51.65,259.95,270.3
RJ,RJ_D03,2021-12-01,FY2022,12,27240,2287.76,1489.7,384.82,264.33,270.3
RJ,RJ_D04,2021-12-01,FY2022,12,24227,1321.14,1105.24,92.3,264.95,270.3
RJ,RJ_D05,2021-12-01,FY2022,12,26547,2422.41,2096.27,257.38,273.31,270.3
RJ,RJ_D01,2022-01-01,FY2022,1,11619,1029.62,921.48,196.19,270.44,270.3
RJ,RJ_D02,2022-01-01,FY2022,1,15710,990.31,778.34,149.47,264.04,270.3
RJ,RJ_D03,2022-01-01,FY2022,1,6581,341.18,232.38,26.98,250.35,270.3
RJ,RJ_D04,2022-01-01,FY2022,1,26350,1578.05,1012.3,99.21,264.1,270.3
RJ,RJ_D05,2022-01-01,FY2022,1,11532,916.14,596.82,65.87,255.48,270.3
RJ,RJ_D01,2022-02-01,FY2022,2,19955,1325.92,830.85,133.62,274.74,270.3
RJ,RJ_D02,2022-02-01,FY2022,2,15676,1383.88,1226.4,93.08,258.58,270.3
RJ,RJ_D03,2022-02-01,FY2022,2,19262,1274.4,1094.49,104.9,268.98,270.3
RJ,RJ_D04,2022-02-01,FY2022,2,18922,1578.25,971.97,148.68,249.57,270.3
RJ,RJ_D05,2022-02-01,FY2022,2,15974,1261.55,914.91,111.64,258.13,270.3
RJ,RJ_D01,2022-03-01,FY2022,3,21884,1116.72,673.66,83.25,251.73,270.3
RJ,RJ_D02,2022-03-01,FY2022,3,15121,1290.08,790.15,193.05,266.48,270.3
RJ,RJ_D03,2022-03-01,FY2022,3,16322,1217.91,806.82,101.17,261.98,270.3
RJ,RJ_D04,2022-03-01,FY2022,3,21705,1523.21,1127.26,238.91,267.35,270.3
RJ,RJ_D05,2022-03-01,FY2022,3,8534,587.96,440.0,67.21,249.42,270.3
RJ,RJ_D01,2022-04-01,FY2023,4,22054,1933.12,1191.78,129.77,271.28,277.95
RJ,RJ_D02,2022-04-01,FY2023,4,22382,1795.34,1044.43,191.58,276.66,277.95
RJ,RJ_D03,2022-04-01,FY2023,4,26755,1757.86,1435.67,332.93,278.54,277.95
RJ,RJ_D04,2022-04-01,FY2023,4,22305,1811.09,1568.96,278.68,270.27,277.95
RJ,RJ_D05,2022-04-01,FY2023,4,19834,1748.36,1078.71,145.87,272.3,277.95
RJ,RJ_D01,2022-05-01,FY2023,5,26167,1491.38,990.04,159.57,260.31,277.95
RJ,RJ_D02,2022-05-01,FY2023,5,27632,1526.88,1199.07,230.08,266.53,277.95
RJ,RJ_D03,2022-05-01,FY2023,5,27726,1562.52,1030.0,161.25,258.05,277.95
RJ,RJ_D04,2022-05-01,FY2023,5,9641,738.39,468.55,79.28,257.41,277.95
RJ,RJ_D05,2022-05-01,FY2023,5,25193,1500.04,1104.73,110.6,263.81,277.95
RJ,RJ_D01,2022-06-01,FY2023,6,16986,1256.39,720.47,84.65,276.27,277.95
RJ,RJ_D02,2022-06-01,FY2023,6,20319,1323.31,988.62,142.58,263.49,277.95
RJ,RJ_D03,2022-06-01,FY2023,6,12800,721.18,602.58,86.78,261.65,277.95
RJ,RJ_D04,2022-06-01,FY2023,6,23296,1581.14,984.92,281.75,276.41,277.95
RJ,RJ_D05,2022-06-01,FY2023,6,24638,2053.84,1627.83,153.82,259.42,277.95
RJ,RJ_D01,2022-07-01,FY2023,7,6406,430.84,383.82,80.65,276.94,277.95
RJ,RJ_D02,2022-07-01,FY2023,7,10986,721.06,439.15,120.89,271.28,277.95
RJ,RJ_D03,2022-07-01,FY2023,7,27701,2405.55,1364.31,318.51,281.42,277.95
RJ,RJ_D04,2022-07-01,FY2023,7,19842,1447.16,1157.48,119.0,261.63,277.95
RJ,RJ_D05,2022-07-01,FY2023,7,28001,1853.81,1132.69,264.89,271.24,277.95
RJ,RJ_D01,2022-08-01,FY2023,8,28373,2412.23,1787.01,450.83,283.05,277.95
RJ,RJ_D02,2022-08-01,FY2023,8,22274,1893.36,1342.07,365.27,273.23,277.95
RJ,RJ_D03,2022-08-01,FY2023,8,5981,351.04,286.37,31.49,275.55,277.95
RJ,RJ_D04,2022-08-01,FY2023,8,26564,2253.33,1579.13,258.49,279.33,277.95
RJ,RJ_D05,2022-08-01,FY2023,8,29170,1884.68,1140.07,213.46,255.98,277.95
RJ,RJ_D01,2022-09-01,FY2023,9,10608,1007.94,559.79,108.99,279.38,277.95
RJ,RJ_D02,2022-09-01,FY2023,9,23778,2058.66,1429.51,228.38,276.48,277.95
RJ,RJ_D03,2022-09-01,FY2023,9,10739,923.12,523.64,91.92,282.61,277.95
RJ,RJ_D04,2022-09-01,FY2023,9,19065,1343.7,1161.51,231.47,282.12,277.95
RJ,RJ_D05,2022-09-01,FY2023,9,21206,1370.34,996.86,163.64,266.92,277.95
RJ,RJ_D01,2022-10-01,FY2023,10,27633,2077.94,1517.99,191.68,282.57,277.95
RJ,RJ_D02,2022-10-01,FY2023,10,15620,1121.38,642.41,82.31,281.23,277.95
RJ,RJ_D03,2022-10-01,FY2023,10,20333,1341.19,1183.0,99.71,272.18,277.95
RJ,RJ_D04,2022-10-01,FY2023,10,21636,1469.03,979.73,293.43,273.8,277.95
RJ,RJ_D05,2022-10-01,FY2023,10,28718,2164.49,1783.71,427.22,261.34,277.95
RJ,RJ_D01,2022-11-01,FY2023,11,21861,1550.33,1194.05,217.24,271.33,277.95
RJ,RJ_D02,2022-11-01,FY2023,11,25790,1843.76,1191.35,178.7,261.4,277.95
RJ,RJ_D03,2022-11-01,FY2023,11,9331,755.34,574.66,141.19,280.6,277.95
RJ,RJ_D04,2022-11-01,FY2023,11,29326,2536.57,1465.06,199.0,261.38,277.95
RJ,RJ_D05,2022-11-01,FY2023,11,18125,1120.35,886.08,56.42,283.19,277.95
RJ,RJ_D01,2022-12-01,FY2023,12,21110,1434.75,885.05,181.26,262.37,277.95
RJ,RJ_D02,2022-12-01,FY2023,12,9959,720.12,478.94,130.81,267.9,277.95
RJ,RJ_D03,2022-12-01,FY2023,12,17111,944.46,585.61,167.04,271.56,277.95
RJ,RJ_D04,2022-12-01,FY2023,12,22810,1486.27,1360.15,166.92,267.86,277.95
RJ,RJ_D05,2022-12-01,FY2023,12,20568,1580.93,1243.33,86.07,271.35,277.95
RJ,RJ_D01,2023-01-01,FY2023,1,12583,788.32,535.17,138.09,258.38,277.95
RJ,RJ_D02,2023-01-01,FY2023,1,28100,1593.95,1047.12,98.02,266.56,277.95
RJ,RJ_D03,2023-01-01,FY2023,1,25893,2155.85,1192.82,406.6,263.63,277.95
RJ,RJ_D04,2023-01-01,FY2023,1,8263,540.81,304.02,108.15,270.86,277.95
RJ,RJ_D05,2023-01-01,FY2023,1,26288,2506.01,1607.74,246.79,274.47,277.95
RJ,RJ_D01,2023-02-01,FY2023,2,14607,854.97,597.49,56.75,275.37,277.95
RJ,RJ_D02,2023-02-01,FY2023,2,9215,703.31,500.15,110.22,272.1,277.95
RJ,RJ_D03,2023-02-01,FY2023,2,29264,2056.88,1660.59,128.25,263.57,277.95
RJ,RJ_D04,2023-02-01,FY2023,2,14714,861.42,646.79,157.37,273.17,277.95
RJ,RJ_D05,2023-02-01,FY2023,2,29273,2473.67,1956.35,189.48,274.78,277.95
RJ,RJ_D01,2023-03-01,FY2023,3,6106,536.28,473.29,99.28,277.76,277.95
RJ,RJ_D02,2023-03-01,FY2023,3,22113,1407.08,1074.6,160.97,261.64,277.95
RJ,RJ_D03,2023-03-01,FY2023,3,23854,1736.56,1208.58,96.15,276.28,277.95
RJ,RJ_D04,2023-03-01,FY2023,3,26777,1855.77,1412.47,314.36,269.5,277.95
RJ,RJ_D05,2023-03-01,FY2023,3,10673,675.68,617.58,77.1,282.0,277.95
RJ,RJ_D01,2023-04-01,FY2024,4,23948,1776.84,1290.78,154.4,285.85,285.6
RJ,RJ_D02,2023-04-01,FY2024,4,30038,1710.5,1553.17,282.71,281.22,285.6
RJ,RJ_D03,2023-04-01,FY2024,4,15395,972.45,720.62,152.44,276.49,285.6
RJ,RJ_D04,2023-04-01,FY2024,4,23467,2001.86,1639.15,347.5,289.33,285.6
RJ,RJ_D05,2023-04-01,FY2024,4,20864,1502.43,1276.08,255.93,264.25,285.6
RJ,RJ_D01,2023-05-01,FY2024,5,11794,1058.98,860.02,54.26,268.95,285.6
RJ,RJ_D02,2023-05-01,FY2024,5,7555,493.24,368.45,63.58,279.62,285.6
RJ,RJ_D03,2023-05-01,FY2024,5,25383,1597.44,1087.21,144.46,268.02,285.6
RJ,RJ_D04,2023-05-01,FY2024,5,26369,1707.0,1054.36,152.3,282.35,285.6
RJ,RJ_D05,2023-05-01,FY2024,5,29290,1640.14,955.19,261.45,276.2,285.6
RJ,RJ_D01,2023-06-01,FY2024,6,14886,1343.15,1168.53,244.48,272.63,285.6
RJ,RJ_D02,2023-06-01,FY2024,6,23105,1733.7,1251.26,295.23,290.28,285.6
RJ,RJ_D03,2023-06-01,FY2024,6,14587,869.24,646.31,120.62,273.36,285.6
RJ,RJ_D04,2023-06-01,FY2024,6,18773,1490.14,1171.37,136.68,285.38,285.6
RJ,RJ_D05,2023-06-01,FY2024,6,22785,1723.09,1518.11,219.29,290.29,285.6
RJ,RJ_D01,2023-07-01,FY2024,7,18779,1160.45,807.65,213.74,265.98,285.6
RJ,RJ_D02,2023-07-01,FY2024,7,23491,2095.98,1685.41,138.22,262.94,285.6
RJ,RJ_D03,2023-07-01,FY2024,7,18952,1525.07,1181.62,124.64,279.91,285.6
RJ,RJ_D04,2023-07-01,FY2024,7,23847,2388.19,1589.23,350.29,289.36,285.6
RJ,RJ_D05,2023-07-01,FY2024,7,16167,1150.16,982.49,137.45,276.16,285.6
RJ,RJ_D01,2023-08-01,FY2024,8,17505,1446.33,813.61,234.96,280.71,285.6
RJ,RJ_D02,2023-08-01,FY2024,8,16711,1033.13,941.68,96.62,276.26,285.6
RJ,RJ_D03,2023-08-01,FY2024,8,21863,1571.29,1033.9,141.09,289.06,285.6
RJ,RJ_D04,2023-08-01,FY2024,8,29768,2413.54,1848.8,299.97,278.68,285.6
RJ,RJ_D05,2023-08-01,FY2024,8,9036,628.86,376.17,71.54,289.42,285.6
RJ,RJ_D01,2023-09-01,FY2024,9,15443,1028.74,808.51,150.64,267.14,285.6
RJ,RJ_D02,2023-09-01,FY2024,9,27929,2206.31,1991.56,440.77,264.82,285.6
RJ,RJ_D03,2023-09-01,FY2024,9,24509,1769.02,1378.76,138.59,270.13,285.6
RJ,RJ_D04,2023-09-01,FY2024,9,13540,1050.02,720.79,88.97,270.66,285.6
RJ,RJ_D05,2023-09-01,FY2024,9,25591,1628.59,1388.26,196.34,282.69,285.6
RJ,RJ_D01,2023-10-01,FY2024,10,13183,1294.89,947.35,173.49,284.86,285.6
RJ,RJ_D02,2023-10-01,FY2024,10,7506,478.89,407.54,70.67,290.08,285.6
RJ,RJ_D03,2023-10-01,FY2024,10,10085,802.31,526.86,133.93,289.9,285.6
RJ,RJ_D04,2023-10-01,FY2024,10,27903,2150.74,1454.37,208.49,276.39,285.6
RJ,RJ_D05,2023-10-01,FY2024,10,13038,935.29,749.91,56.46,279.05,285.6
RJ,RJ_D01,2023-11-01,FY2024,11,8760,570.22,332.08,70.45,284.56,285.6
RJ,RJ_D02,2023-11-01,FY2024,11,8444,684.31,502.33,116.06,272.32,285.6
RJ,RJ_D03,2023-11-01,FY2024,11,23561,2292.59,1780.16,291.55,285.97,285.6
RJ,RJ_D04,2023-11-01,FY2024,11,23248,1333.62,931.58,222.1,265.78,285.6
RJ,RJ_D05,2023-11-01,FY2024,11,15220,1169.26,960.37,174.39,278.95,285.6
RJ,RJ_D01,2023-12-01,FY2024,12,12359,924.78,698.14,105.17,283.81,285.6
RJ,RJ_D02,2023-12-01,FY2024,12,6612,629.2,418.42,95.89,275.57,285.6
